ExperimentId,Proportion of Relevant complaints missed,Accuracy,"Precision (Ar I, Der, Rel)","Recall (Ar I, Der, Rel)",Features,5 most important features,Algorithm
179,0.1192842942345924,0.8334246575342465,"(0.4104, 0.82216, 0.91718)","(0.42262, 0.86636, 0.88072)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF', 'weekday']","[(0.08758449306702587, 'facility_num_sanctions'), (0.07268926637966172, 'facility_num_inspections'), (0.057009912811110466, 'facility_mentioned'), (0.04068267437416892, 'ruid'), (0.03655724611571962, 5.0)]",Random Forest
180,0.1212723658051689,0.8284931506849315,"(0.40426, 0.80084, 0.9104)","(0.33929, 0.87711, 0.87873)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.07880877389985176, 'facility_num_sanctions'), (0.07452931583071283, 'facility_num_inspections'), (0.06806103743474351, 'facility_mentioned'), (0.04375055578895344, 'ruid'), (0.03575926153716475, 6.0)]",Random Forest
181,0.1212723658051689,0.8312328767123288,"(0.4186, 0.81659, 0.91511)","(0.42857, 0.86175, 0.87873)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'sanction_inspection_ratio', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.07917755513984595, 'facility_mentioned'), (0.0717061772880026, 'facility_num_inspections'), (0.07085490371288392, 'facility_num_sanctions'), (0.04122609828516672, 'ruid'), (0.037661081590549726, 7.0)]",Random Forest
182,0.1163021868787276,0.8230136986301372,"(0.42857, 0.81722, 0.89347)","(0.42857, 0.83103, 0.8837)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.11663010489438656, 'facility_mentioned'), (0.03869777932182828, 'ruid'), (0.03782117513701482, 8.0), (0.03579056735911784, 0.0), (0.032502157317004114, 5.0)]",Random Forest
183,0.1143141153081511,0.827945205479452,"(0.44025, 0.82707, 0.89011)","(0.41667, 0.84485, 0.88569)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.14007102859322343, 'facility_mentioned'), (0.04431098474292676, 'ruid'), (0.03906542857367394, 6.0), (0.03861657547287284, 4.0), (0.034825894376400324, 8.0)]",Random Forest
184,0.2504970178926441,0.6783561643835616,"(0.25, 0.67199, 0.71673)","(0.125, 0.71121, 0.7495)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'month', 'LDA', 'TF-IDF']","[(0.052850375434382826, 'ruid'), (0.051247752767474106, 5.0), (0.04796729215955005, 'month'), (0.04654095652823065, 9.0), (0.046331162711147546, 10.0)]",Random Forest
185,0.268389662027833,0.6717808219178082,"(0.2043, 0.66903, 0.71595)","(0.1131, 0.7235, 0.73161)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'month', 'LDA', 'RAKE', 'TF-IDF']","[(0.05454022558792898, 1.0), (0.05097207905588176, 0.0), (0.0472196417068628, 'month'), (0.04667406830535325, 7.0), (0.0452917827483311, 9.0)]",Random Forest
186,0.1749502982107356,0.7693150684931507,"(0.40136, 0.76071, 0.82917)","(0.35119, 0.79109, 0.82505)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF']","[(0.052838731713834776, 'ruid'), (0.044441158014205104, 'FacilityRegion_Región Metropolitana'), (0.043227799996006275, 3.0), (0.04232517363721832, 5.0), (0.04171022297706846, 7.0)]",Random Forest
187,0.1073558648111332,0.8257534246575342,"(0.43226, 0.81997, 0.88999)","(0.39881, 0.83257, 0.89264)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned']","[(0.13984940453249586, 'facility_mentioned'), (0.04602425546444087, 'ruid'), (0.040358617881813275, 1.0), (0.03769105803886011, 10.0), (0.03598248182862128, 4.0)]",Random Forest
188,0.1113320079522862,0.8284931506849315,"(0.43949, 0.82432, 0.89222)","(0.41071, 0.84332, 0.88867)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned']","[(0.09289706241263894, 'facility_mentioned'), (0.08244316510102659, 'FacilityRegion_nan'), (0.04635272818865612, 9.0), (0.04497572445792973, 'ruid'), (0.037640728328188856, 6.0)]",Random Forest
189,0.0536779324055666,0.8180821917808219,"(0.51667, 0.88083, 0.8027)","(0.18452, 0.78341, 0.94632)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'income_poverty_percentage']","[(0.120408834348142, 'facility_mentioned'), (0.06788416404949586, 'income_poverty_percentage'), (0.041144258400784194, 'ruid'), (0.03930432261837209, 4.0), (0.03473811133484491, 5.0)]",Random Forest
190,0.0705765407554672,0.8087671232876712,"(0.34568, 0.86074, 0.81446)","(0.16667, 0.78802, 0.92942)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'multidimensional_poverty_percentage']","[(0.11637756346272708, 'facility_mentioned'), (0.06641813636547768, 'multidimensional_poverty_percentage'), (0.044694202761242835, 10.0), (0.041447145180483785, 'ruid'), (0.03792148295876479, 9.0)]",Random Forest
191,0.1073558648111332,0.8246575342465754,"(0.42484, 0.82622, 0.88386)","(0.3869, 0.83257, 0.89264)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'tot_population']","[(0.12777446205923715, 'facility_mentioned'), (0.06123166983029316, 'tot_population'), (0.04215348903563388, 'ruid'), (0.03981906358510981, 5.0), (0.03461118274566527, 'Ruidos')]",Random Forest
192,0.1123260437375745,0.8235616438356165,"(0.43709, 0.81437, 0.88767)","(0.39286, 0.83564, 0.88767)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'surface_km2']","[(0.10552485076368075, 'facility_mentioned'), (0.08272177093504401, 'surface_km2'), (0.04334170232494918, 'ruid'), (0.038769501551716073, 8.0), (0.03662027368597864, 6.0)]",Random Forest
193,0.1143141153081511,0.821917808219178,"(0.39884, 0.82317, 0.89458)","(0.41071, 0.82949, 0.88569)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'urban_zones_km2']","[(0.12098122088006404, 'facility_mentioned'), (0.062174717655481146, 'urban_zones_km2'), (0.04169708263917779, 'ruid'), (0.03996120030812078, 7.0), (0.03571487409164035, 6.0)]",Random Forest
194,0.1073558648111332,0.8241095890410959,"(0.41667, 0.81859, 0.8856)","(0.35714, 0.83871, 0.89264)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'protected_areas_km2']","[(0.1205713027169721, 'facility_mentioned'), (0.05720487586762811, 'protected_areas_km2'), (0.04156064914489075, 10.0), (0.04030980542488086, 'ruid'), (0.03758991334230697, 4.0)]",Random Forest
195,0.1133200795228628,0.8235616438356165,"(0.41916, 0.81109, 0.9001)","(0.41667, 0.83103, 0.88668)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban']","[(0.10157529064680997, 'facility_mentioned'), (0.08165844727422503, 'proportion_urban'), (0.042914946043926386, 'ruid'), (0.035138520811160985, 6.0), (0.03422109323554003, 4.0)]",Random Forest
196,0.1113320079522862,0.8252054794520548,"(0.42857, 0.819, 0.89311)","(0.41071, 0.8341, 0.88867)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_protected']","[(0.11636232893772736, 'facility_mentioned'), (0.06276498735321126, 'proportion_protected'), (0.04782035516258331, 'ruid'), (0.03843978024755365, 7.0), (0.03835753637189974, 3.0)]",Random Forest
197,0.1123260437375745,0.821917808219178,"(0.41358, 0.81325, 0.89389)","(0.39881, 0.82949, 0.88767)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.09681051611526273, 'facility_mentioned'), (0.06347639777331895, 'proportion_urban'), (0.04575182782273358, 'proportion_protected'), (0.045406044313360996, 'ruid'), (0.039766440518601946, 6.0)]",Random Forest
198,0.1153081510934393,0.8202739726027397,"(0.40523, 0.81465, 0.88734)","(0.36905, 0.83717, 0.88469)","['LDA', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.12163706599027922, 'facility_mentioned'), (0.06795154759216694, 'proportion_urban'), (0.06236532175489548, 'ruid'), (0.05500297127133256, 'proportion_protected'), (0.05145335378260534, 7.0)]",Random Forest
199,0.1172962226640159,0.8191780821917808,"(0.38255, 0.80527, 0.89426)","(0.33929, 0.84485, 0.8827)","['LDA', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'declared_area_poor_air_quality_km2']","[(0.10106531178184289, 'facility_mentioned'), (0.06063647446190375, 'proportion_urban'), (0.06005191549395721, 'ruid'), (0.05857387489127973, 1.0), (0.05655400003355839, 'proportion_protected')]",Random Forest
200,0.28330019880715696,0.7265753424657534,"(0.16, 0.63287, 0.88684)","(0.07143, 0.91091, 0.7167)","['proportion_protected', 'declared_area_poor_air_quality_km2']","[(0.5586298277170124, 'proportion_protected'), (0.4413701722829875, 'declared_area_poor_air_quality_km2')]",Random Forest
201,0.1163021868787276,0.8241095890410959,"(0.42405, 0.81669, 0.89257)","(0.39881, 0.84178, 0.8837)","['LDA', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'proportion_poor_air']","[(0.10745772750231994, 'facility_mentioned'), (0.0770376326370961, 'proportion_urban'), (0.061015531042187085, 9.0), (0.05900187985430077, 'proportion_protected'), (0.05867195473852738, 'ruid')]",Random Forest
202,0.1411530815109344,0.7972602739726027,"(0.3374, 0.83553, 0.8898)","(0.49405, 0.78034, 0.85885)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.15654054494454428, 'facility_mentioned'), (0.09553481703980418, 'proportion_protected'), (0.09083820151951262, 'ruid'), (0.0703627628784405, 'efect'), (0.06413288063607296, 'proportion_urban')]",Random Forest
203,0.1212723658051689,0.8027397260273973,"(0.332, 0.85714, 0.88934)","(0.49405, 0.76498, 0.87873)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.2238242261592963, 'facility_mentioned'), (0.07809216382321343, 'proportion_protected'), (0.07368833714181194, 'ruid'), (0.0695642382971175, 'proportion_urban'), (0.0520617069756079, 'FacilityRegion_Región Metropolitana')]",Random Forest
204,0.1202783300198807,0.8093150684931507,"(0.36134, 0.84899, 0.89304)","(0.5119, 0.77727, 0.87972)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.18131250987933792, 'facility_mentioned'), (0.08699887324741772, 'proportion_urban'), (0.0788965612313342, 'ruid'), (0.07329507042230929, 'proportion_protected'), (0.052128232088326384, 'ruid molest')]",Random Forest
205,0.1192842942345924,0.8098630136986301,"(0.35772, 0.85714, 0.89405)","(0.52381, 0.77419, 0.88072)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.1772639542583472, 'facility_mentioned'), (0.07614525441041511, 'proportion_urban'), (0.0654301945922107, 'proportion_protected'), (0.06291683071682427, 'ruid'), (0.036263730796530336, 'FacilityRegion_Región Metropolitana')]",Random Forest
206,0.1212723658051689,0.8126027397260274,"(0.37083, 0.85142, 0.89655)","(0.52976, 0.78341, 0.87873)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.12863084346304707, 'facility_mentioned'), (0.07688069474690386, 'proportion_urban'), (0.06338230731976084, 'ruid'), (0.05547881245464665, 'proportion_protected'), (0.032085234172046694, 7.0)]",Random Forest
207,0.1590457256461232,0.7682191780821918,"(0.28378, 0.8223, 0.88586)","(0.5, 0.72504, 0.84095)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.08500170587297858, 'facility_mentioned'), (0.06717268564703736, 'efect ambient'), (0.05323878465476103, 'proportion_urban'), (0.05248601225718344, 'efect'), (0.04374048056510878, 'ruid')]",Random Forest
208,0.136182902584493,0.7917808219178082,"(0.3221, 0.84629, 0.88764)","(0.5119, 0.75269, 0.86382)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.12874008297792514, 'facility_mentioned'), (0.10248062041989554, 'proportion_protected'), (0.06724550851064383, 'efect'), (0.05986920159078085, 'FacilityRegion_Región Metropolitana'), (0.05962372789891285, 'efect ambient')]",Random Forest
209,0.125248508946322,0.8021917808219178,"(0.34298, 0.84628, 0.88799)","(0.49405, 0.76959, 0.87475)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.19046531224459456, 'facility_mentioned'), (0.10400906299352297, 'proportion_protected'), (0.09326407416706689, 'ruid'), (0.08563464879161443, 'proportion_urban'), (0.06491102100610856, 'efect')]",Random Forest
210,0.11928429423459246,0.806027397260274,"(0.34914, 0.84848, 0.88689)","(0.48214, 0.77419, 0.88072)","['ComplaintType', 'num_words', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.2983908224106676, 'facility_mentioned'), (0.13886293423638554, 'ruid'), (0.1289972062070402, 'proportion_urban'), (0.09528625268492512, 'proportion_protected'), (0.0543485580716597, 'efect ambient')]",Random Forest
211,0.15009940357852886,0.6975342465753425,"(0.2044, 0.78692, 0.89342)","(0.55357, 0.49923, 0.8499)","['num_words', 'FacilityRegion']","[(0.2379839639394729, 'num_words'), (0.2063488325916494, 'FacilityRegion_Región Metropolitana'), (0.06799264911897193, 'FacilityRegion_Región de Coquimbo'), (0.06266541924654102, 'FacilityRegion_Región del Maule'), (0.06212076415599391, 'FacilityRegion_Región de Valparaíso')]",Gradient Boosting
212,0.12127236580516898,0.8071232876712329,"(0.35, 0.8459, 0.89474)","(0.5, 0.77573, 0.87873)","['ComplaintType', 'num_words', 'FacilityRegion', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.3980020574182825, 'facility_mentioned'), (0.17514351068344092, 'ruid'), (0.04009462966793524, 'efect ambient'), (0.030333222724242954, 'proportion_urban'), (0.02648496774605197, 'gas')]",Gradient Boosting
213,0.16202783300198806,0.7956164383561644,"(0.344, 0.81337, 0.90451)","(0.5119, 0.80338, 0.83797)","['num_words', 'FacilityRegion', 'TF-IDF']","[(0.21168031707577503, 'ruid'), (0.132595654490945, 'FacilityRegion_Región Metropolitana'), (0.0840084285539916, 'efect ambient'), (0.039276469343138734, 'FacilityRegion_Región de Coquimbo'), (0.03591729864610151, 'num_words')]",Gradient Boosting
214,0.4324055666003976,0.553972602739726,"(0.20863, 0.57704, 0.6452)","(0.34524, 0.58679, 0.56759)","['num_words', 'TF-IDF']","[(0.4533638725936844, 'ruid'), (0.1578270527987201, 'denunci'), (0.14316404645631964, 'num_words'), (0.13872872439361472, 'efect'), (0.06701453129448828, 'olor')]",Gradient Boosting
215,0.3151093439363817,0.6038356164383561,"(0.18333, 0.67336, 0.66442)","(0.2619, 0.56682, 0.68489)","['num_words', 'TF-IDF']","[(0.3418542576746861, 'ruid'), (0.10382255913991367, 'num_words'), (0.08205750064948616, 'efect ambient'), (0.07824890994021405, 'denunci'), (0.07504085000866297, 'molest')]",Gradient Boosting
216,0.3290258449304175,0.6082191780821918,"(0.17216, 0.69286, 0.68044)","(0.27976, 0.59601, 0.67097)","['num_words', 'TF-IDF']","[(0.31439296788170196, 'ruid'), (0.08296717639366501, 'num_words'), (0.07999528039234918, 'efect ambient'), (0.06875864938121252, 'denunci'), (0.049157475068549894, 'ruid molest')]",Gradient Boosting
217,0.3568588469184891,0.6153424657534247,"(0.19033, 0.72456, 0.70022)","(0.375, 0.63441, 0.64314)","['num_words', 'TF-IDF']","[(0.30493667227724147, 'ruid'), (0.07413132788682131, 'num_words'), (0.0726413274611738, 'efect ambient'), (0.061806673942812564, 'denunci'), (0.050909461978412514, 'ruid molest')]",Gradient Boosting
218,0.3747514910536779,0.6093150684931506,"(0.17523, 0.70016, 0.70913)","(0.34524, 0.65284, 0.62525)","['num_words', 'TF-IDF']","[(0.2934295110714822, 'ruid'), (0.07649150211225439, 'efect ambient'), (0.06830847254753625, 'num_words'), (0.05629713682708499, 'denunci'), (0.0386407945665358, 'ruid molest')]",Gradient Boosting
219,0.4840954274353877,0.4701369863013698,"(0.13228, 0.64721, 0.65201)","(0.5, 0.39171, 0.5159)","['num_words', 'LDA']","[(0.3233110112274255, 2.0), (0.3082064192168732, 'num_words'), (0.1853099637623415, 0.0), (0.18317260579335984, 1.0)]",Gradient Boosting
220,0.4711729622266402,0.5189041095890411,"(0.15319, 0.62025, 0.66334)","(0.42857, 0.52688, 0.52883)","['num_words', 'LDA']","[(0.2664366344148891, 7.0), (0.14259813835760887, 6.0), (0.13455075068507175, 'num_words'), (0.08428776527465608, 3.0), (0.066886011981449, 5.0)]",Gradient Boosting
221,0.4363817097415507,0.5567123287671233,"(0.15885, 0.63295, 0.68478)","(0.3631, 0.59601, 0.56362)","['num_words', 'LDA']","[(0.2660661234243511, 26.0), (0.10287113852312096, 19.0), (0.04900203959135369, 'num_words'), (0.039697272990705725, 11.0), (0.0388049816845451, 21.0)]",Gradient Boosting
222,0.3946322067594433,0.5884931506849315,"(0.16138, 0.68128, 0.71311)","(0.3631, 0.62058, 0.60537)","['num_words', 'LDA']","[(0.2504527129374631, 2.0), (0.0820825556493916, 17.0), (0.05579108499005784, 37.0), (0.03764851980586784, 33.0), (0.029404131501396476, 36.0)]",Gradient Boosting
223,0.6391650099403579,0.5035616438356164,"(0.17375, 0.58186, 0.74082)","(0.55952, 0.70968, 0.36083)","['num_words', 'LDA']","[(0.2244287831345337, 9.0), (0.11736754939972614, 18.0), (0.04712652553159332, 16.0), (0.04556412185528025, 24.0), (0.027396024972386055, 'num_words')]",Random Forest
